Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price
10/9/2020,NATIONAL,FRUITS,ORANGES,VALENCIA,,,each,7,0.89
10/9/2020,NATIONAL,FRUITS,ORANGES,VALENCIA,,,per pound,260,1.49
10/9/2020,NATIONAL,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,per pound,364,1.34
10/9/2020,NATIONAL,FRUITS,PAPAYA,SOLO TYPE,,,per pound,77,2.29
10/9/2020,NATIONAL,FRUITS,PEACHES,VARIOUS WHITE FLESH VARIETIES,,,per pound,3,2.99
10/9/2020,NATIONAL,FRUITS,PEACHES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,"2,148",1.99
10/9/2020,NATIONAL,FRUITS,PEARS,BARTLETT,,,per pound,"6,228",1.28
10/9/2020,NATIONAL,FRUITS,PEARS,BOSC,,,per pound,"2,725",1.3
10/9/2020,NATIONAL,FRUITS,PEARS,D'ANJOU,,,per pound,756,1.49
10/9/2020,NATIONAL,FRUITS,PERSIMMONS,,,,per pound,94,1.58
10/9/2020,NATIONAL,FRUITS,PINEAPPLES,,,,each,"4,676",2.3
10/9/2020,NATIONAL,FRUITS,PINEAPPLES,,,,per pound,316,0.62
10/9/2020,NATIONAL,FRUITS,PLUMS,,,,per pound,304,2.04
10/9/2020,NATIONAL,FRUITS,PLUMS,INTERSPECIFIC TYPE,,,per pound,"1,577",2.14
10/9/2020,NATIONAL,FRUITS,POMEGRANATES,,,,each,"2,398",2.65
10/9/2020,NATIONAL,FRUITS,RASPBERRIES,RED,,,6 oz package,"7,810",2.66
10/9/2020,NATIONAL,FRUITS,STRAWBERRIES,,,,1 lb package,"2,122",3.05
10/9/2020,NATIONAL,FRUITS,STRAWBERRIES,,,,2 lb package,323,5.34
10/9/2020,NATIONAL,FRUITS,TANGELOS,,,,each,68,0.97
10/9/2020,NATIONAL,FRUITS,TANGERINES,,,,2 lb bag,655,4.09
10/9/2020,NATIONAL,FRUITS,TANGERINES,,,,3 lb bag,"3,881",4.76
10/9/2020,NATIONAL,FRUITS,TANGERINES,,,,5 lb package,73,4.99
10/9/2020,NATIONAL,FRUITS,TANGERINES,,,,per pound,27,1.81
10/9/2020,NATIONAL,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,each,11,2.98
10/9/2020,NATIONAL,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,per pound,167,0.64
10/9/2020,NATIONAL,VEGETABLES,ARTICHOKES,,,,each,65,2.14
10/9/2020,NATIONAL,VEGETABLES,ASPARAGUS,GREEN,,,per pound,"8,026",2.67
10/9/2020,NATIONAL,VEGETABLES,BEANS,ROUND GREEN TYPE,,,per pound,296,1.43
10/9/2020,NATIONAL,VEGETABLES,BEETS,,,,per pound,57,0.74
10/9/2020,NATIONAL,VEGETABLES,BOK CHOY,,,,per pound,5,0.79
10/9/2020,NATIONAL,VEGETABLES,BROCCOLI,,,,per bunch,332,2.79
10/9/2020,NATIONAL,VEGETABLES,BROCCOLI,,,,per pound,93,1.85
10/9/2020,NATIONAL,VEGETABLES,BROCCOLI,BABY HYBRID TYPE,,,per bunch,11,2.73
10/9/2020,NATIONAL,VEGETABLES,BROCCOLI,BABY HYBRID TYPE,,,per pound,79,0.99
10/9/2020,NATIONAL,VEGETABLES,BROCCOLI,CROWN CUT,,,per pound,"1,402",1.63
10/9/2020,NATIONAL,VEGETABLES,BRUSSELS SPROUTS,,,,per pound,"1,473",2.08
10/9/2020,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,733,0.69
10/9/2020,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"2,473",0.64
10/9/2020,NATIONAL,VEGETABLES,CACTUS LEAF (NOPALES),,,,per pound,40,0.83
10/9/2020,NATIONAL,VEGETABLES,CARROTS,,,,1 lb bag,95,0.71
10/9/2020,NATIONAL,VEGETABLES,CARROTS,,,,2 lb bag,"1,658",1.4
10/9/2020,NATIONAL,VEGETABLES,CARROTS,,,,per bunch,47,0.44
10/9/2020,NATIONAL,VEGETABLES,CARROTS,,,,per pound,83,0.57
10/9/2020,NATIONAL,VEGETABLES,CARROTS,BABY PEELED,,,1 lb bag,"3,220",1.05
10/9/2020,NATIONAL,VEGETABLES,CARROTS,BABY PEELED,,,2 lb bag,700,2.4
10/9/2020,NATIONAL,VEGETABLES,CAULIFLOWER,,,,each,862,2.53
10/9/2020,NATIONAL,VEGETABLES,CAULIFLOWER,,,,per pound,144,1.16
10/9/2020,NATIONAL,VEGETABLES,CELERY,,,,each,"1,843",1.23
10/9/2020,NATIONAL,VEGETABLES,CELERY,,,,per pound,23,0.62
10/9/2020,NATIONAL,VEGETABLES,CELERY,HEARTS,,,each,399,2.59
10/9/2020,NATIONAL,VEGETABLES,CHAYOTE,,,,each,70,0.55
10/9/2020,NATIONAL,VEGETABLES,CHAYOTE,,,,per pound,160,0.89
10/9/2020,NATIONAL,VEGETABLES,CHINESE CABBAGE,,,,per pound,3,0.69
10/9/2020,NATIONAL,VEGETABLES,COLLARD GREENS,,,,1 lb bag,214,2.87
10/9/2020,NATIONAL,VEGETABLES,COLLARD GREENS,,,,per pound,175,1.29
10/9/2020,NATIONAL,VEGETABLES,CORN-SWEET,,,,each,124,0.49
10/9/2020,NATIONAL,VEGETABLES,CUCUMBERS,,,,each,"1,508",0.72
10/9/2020,NATIONAL,VEGETABLES,CUCUMBERS,,,,per pound,38,0.48
10/9/2020,NATIONAL,VEGETABLES,CUCUMBERS,LONG SEEDLESS,,Greenhouse,each,280,1.32
10/9/2020,NATIONAL,VEGETABLES,EGGPLANT,,,,each,6,0.69
10/9/2020,NATIONAL,VEGETABLES,EGGPLANT,,,,per pound,119,1.08
10/9/2020,NATIONAL,VEGETABLES,GARLIC,,,,per pound,107,3.96
10/9/2020,NATIONAL,VEGETABLES,GARLIC,,,,per sleeve,68,1.29
10/9/2020,NATIONAL,VEGETABLES,KALE GREENS,,,,1 lb bag,200,2.9
10/9/2020,NATIONAL,VEGETABLES,KALE GREENS,,,,per bunch,3,0.79
10/9/2020,NATIONAL,VEGETABLES,KALE GREENS,,,,per pound,175,1.29
10/9/2020,NATIONAL,VEGETABLES,"LETTUCE, GREEN LEAF",,,,each,475,1.15
10/9/2020,NATIONAL,VEGETABLES,"LETTUCE, GREEN LEAF",,,,per pound,72,1.99
10/9/2020,NATIONAL,VEGETABLES,"LETTUCE, ICEBERG",,,,each,545,1.19
10/9/2020,NATIONAL,VEGETABLES,"LETTUCE, RED LEAF",,,,each,465,1.13
10/9/2020,NATIONAL,VEGETABLES,"LETTUCE, RED LEAF",,,,per pound,80,1.97
10/9/2020,NATIONAL,VEGETABLES,"LETTUCE, ROMAINE",,,,each,395,1.04
10/9/2020,NATIONAL,VEGETABLES,"LETTUCE, ROMAINE",,,,per pound,95,1.86
10/9/2020,NATIONAL,VEGETABLES,"LETTUCE, ROMAINE",HEARTS,,,3 count package,"1,275",3.05
10/9/2020,NATIONAL,VEGETABLES,MUSHROOMS,PORTOBELLA,,,6 oz package,30,2.71
10/9/2020,NATIONAL,VEGETABLES,MUSHROOMS,PORTOBELLA,,,8 oz package,"1,140",2
10/9/2020,NATIONAL,VEGETABLES,MUSHROOMS,PORTOBELLA,,,per pound,8,3.99
10/9/2020,NATIONAL,VEGETABLES,MUSHROOMS,WHITE,,,8 oz package,"2,967",1.74
10/9/2020,NATIONAL,VEGETABLES,MUSHROOMS,WHITE,,,per pound,341,2.68
10/9/2020,NATIONAL,VEGETABLES,MUSTARD,,,,1 lb bag,11,1.5
10/9/2020,NATIONAL,VEGETABLES,MUSTARD,,,,per pound,175,1.29
10/9/2020,NATIONAL,VEGETABLES,ONIONS GREEN,,,,per bunch,487,0.42
10/9/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",GREEN,,,each,"1,041",0.91
10/9/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",GREEN,,,per pound,251,1.65
10/9/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,Greenhouse,each,115,1.15
10/9/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,,each,"3,095",1.26
10/9/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,Greenhouse,per pound,5,2.99
10/9/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",ORANGE,,,per pound,519,2.87
10/9/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,Greenhouse,each,129,1.19
10/9/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,,each,"3,695",1.2
10/9/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,Greenhouse,per pound,5,2.99
10/9/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",RED,,,per pound,"1,341",2.22
10/9/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,Greenhouse,each,139,1.19
10/9/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,,each,"3,169",1.26
10/9/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,Greenhouse,per pound,5,2.99
10/9/2020,NATIONAL,VEGETABLES,"PEPPERS, BELL TYPE",YELLOW,,,per pound,638,2.7
10/9/2020,NATIONAL,VEGETABLES,"PEPPERS, OTHER",JALAPENO,,,per pound,510,0.69
10/9/2020,NATIONAL,VEGETABLES,"PEPPERS, OTHER",MIXED MINI SWEET TYPES,,,1 lb package,158,3.74
10/9/2020,NATIONAL,VEGETABLES,"PEPPERS, OTHER",SERRANO,,,per pound,149,0.74
10/9/2020,NATIONAL,VEGETABLES,PUMPKINS,,,,each,"7,925",4.1
10/9/2020,NATIONAL,VEGETABLES,PUMPKINS,,,,per pound,583,0.46
10/9/2020,NATIONAL,VEGETABLES,PUMPKINS,MINIATURE,,,each,"1,493",0.96
10/9/2020,NATIONAL,VEGETABLES,PUMPKINS,MINIATURE,,,per pound,72,1.69
10/9/2020,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,each,467,2.38
10/9/2020,NATIONAL,VEGETABLES,PUMPKINS,PIE TYPE,,,per pound,"1,699",0.97
10/9/2020,NATIONAL,VEGETABLES,RADISHES,,,,1 lb bag,183,1.89
10/9/2020,NATIONAL,VEGETABLES,RADISHES,,,,per bunch,243,0.64
10/9/2020,NATIONAL,VEGETABLES,SALAD,MIXED TYPES,,,1 lb bag,9,1.5
10/9/2020,NATIONAL,VEGETABLES,SALAD,MIXED TYPES,,,10 - 12 oz package,"3,237",2.35
10/9/2020,NATIONAL,VEGETABLES,SALAD,MIXED TYPES,,,5 - 9 oz package,"3,168",2.41
10/9/2020,NATIONAL,VEGETABLES,SPINACH,,,,per bunch,87,1.64
10/9/2020,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,1 lb package,23,2.39
10/9/2020,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,10 oz package,92,2.56
10/9/2020,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,5 - 6 oz package,557,2.56
10/9/2020,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,8 oz package,203,1.55
10/9/2020,NATIONAL,VEGETABLES,SPINACH,"FLAT, BABY TYPE",,,9 oz package,3,1.99
10/9/2020,NATIONAL,VEGETABLES,SQUASH,ACORN,,,per pound,"6,633",0.93
10/9/2020,NATIONAL,VEGETABLES,SQUASH,BUTTERNUT,,,per pound,"6,869",0.93
10/9/2020,NATIONAL,VEGETABLES,SQUASH,GREY,,,per pound,70,0.85
10/9/2020,NATIONAL,VEGETABLES,SQUASH,SPAGHETTI,,,per pound,"6,800",0.92
10/9/2020,NATIONAL,VEGETABLES,SQUASH,YELLOW CROOKNECK/STRAIGHTNECK,,,per pound,634,1.66
10/9/2020,NATIONAL,VEGETABLES,SQUASH,ZUCCHINI,,,per pound,353,1.72
10/9/2020,NATIONAL,VEGETABLES,SWEET POTATOES,,,,per pound,"1,647",0.92
10/9/2020,NATIONAL,VEGETABLES,SWISS CHARD,,,,per bunch,125,1.53
10/9/2020,NATIONAL,VEGETABLES,TOMATILLOS,,,,per pound,528,0.71
10/9/2020,NATIONAL,VEGETABLES,TOMATOES,,,,per pound,245,1.34
10/9/2020,NATIONAL,VEGETABLES,TOMATOES,VINE RIPE - HEIRLOOM VARIETIES,,,per pound,9,3.99
10/9/2020,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,"2,037",1.53
10/9/2020,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,311,1.5
10/9/2020,NATIONAL,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"1,789",1.89
10/9/2020,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,"1,746",2.18
10/9/2020,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,"1,165",2.37
10/9/2020,NATIONAL,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,"1,734",1.09
10/9/2020,NATIONAL,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,Greenhouse,per pound,8,2.99
10/9/2020,NATIONAL,VEGETABLES,TURNIP TOPS GREENS,,,,1 lb bag,25,2.06
10/9/2020,NATIONAL,VEGETABLES,TURNIP TOPS GREENS,,,,per pound,175,1.29
10/16/2020,NATIONAL,FRUITS,APPLE PEARS,,,,each,415,1.67
10/16/2020,NATIONAL,FRUITS,APPLE PEARS,,,,per pound,23,1.69
10/16/2020,NATIONAL,FRUITS,APPLES,BRAEBURN,,,5 lb bag,10,4.99
10/16/2020,NATIONAL,FRUITS,APPLES,BRAEBURN,,,per pound,8,0.88
10/16/2020,NATIONAL,FRUITS,APPLES,FUJI,,,3 lb bag,"2,162",3.1
10/16/2020,NATIONAL,FRUITS,APPLES,FUJI,,,5 lb bag,271,3.56
10/16/2020,NATIONAL,FRUITS,APPLES,FUJI,,,per pound,"4,763",1.25
10/16/2020,NATIONAL,FRUITS,APPLES,GALA,,,2 lb bag,18,2.91
10/16/2020,NATIONAL,FRUITS,APPLES,GALA,,,3 lb bag,"1,837",3.07
10/16/2020,NATIONAL,FRUITS,APPLES,GALA,,,5 lb bag,284,3.24
10/16/2020,NATIONAL,FRUITS,APPLES,GALA,,,per pound,"4,351",1.13
10/16/2020,NATIONAL,FRUITS,APPLES,GINGER GOLD,,,per pound,397,0.86
10/16/2020,NATIONAL,FRUITS,APPLES,GOLDEN DELICIOUS,,,3 lb bag,867,2.46
10/16/2020,NATIONAL,FRUITS,APPLES,GOLDEN DELICIOUS,,,5 lb bag,29,3.82
10/16/2020,NATIONAL,FRUITS,APPLES,GOLDEN DELICIOUS,,,per pound,"1,198",0.97
10/16/2020,NATIONAL,FRUITS,APPLES,GRANNY SMITH,,,3 lb bag,"1,847",3.16
10/16/2020,NATIONAL,FRUITS,APPLES,GRANNY SMITH,,,5 lb bag,214,2.98
10/16/2020,NATIONAL,FRUITS,APPLES,GRANNY SMITH,,,per pound,"2,459",1.32
10/16/2020,NATIONAL,FRUITS,APPLES,HONEYCRISP,,,2 lb bag,"1,610",2.08
10/16/2020,NATIONAL,FRUITS,APPLES,HONEYCRISP,,,3 lb bag,216,4.85
10/16/2020,NATIONAL,FRUITS,APPLES,HONEYCRISP,,,5 lb bag,567,6.82
10/16/2020,NATIONAL,FRUITS,APPLES,HONEYCRISP,,,per pound,"7,729",1.81
10/16/2020,NATIONAL,FRUITS,APPLES,JONAGOLD,,,3 lb bag,74,2.42
10/16/2020,NATIONAL,FRUITS,APPLES,JONAGOLD,,,per pound,332,1.17
10/16/2020,NATIONAL,FRUITS,APPLES,JONATHAN,,,3 lb bag,192,2.85
10/16/2020,NATIONAL,FRUITS,APPLES,JONATHAN,,,per pound,12,0.99
10/16/2020,NATIONAL,FRUITS,APPLES,MCINTOSH,,,2 lb bag,13,2.5
10/16/2020,NATIONAL,FRUITS,APPLES,MCINTOSH,,,3 lb bag,923,2.83
10/16/2020,NATIONAL,FRUITS,APPLES,MCINTOSH,,,5 lb bag,5,2.99
10/16/2020,NATIONAL,FRUITS,APPLES,MCINTOSH,,,per pound,"1,239",0.88
10/16/2020,NATIONAL,FRUITS,APPLES,PAULA RED,,,3 lb bag,11,1.99
10/16/2020,NATIONAL,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,167,1.87
10/16/2020,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,2 lb bag,13,2.5
10/16/2020,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,"1,479",2.75
10/16/2020,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,5 lb bag,103,4.48
10/16/2020,NATIONAL,FRUITS,APPLES,RED DELICIOUS,,,per pound,"2,272",1.11
10/16/2020,NATIONAL,FRUITS,APPLES,ROME,,,per pound,43,0.95
10/16/2020,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE,,,128 oz (1 gallon),46,3.64
10/16/2020,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE,,,64 oz (1/2 gallon),"3,664",1.78
10/16/2020,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE,,,96 oz (3/4 gallon),129,1.94
10/16/2020,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,128 oz (1 gallon),"3,296",4.58
10/16/2020,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,64 oz (1/2 gallon),"1,599",3.14
10/16/2020,NATIONAL,FRUITS,"APPLES, PROCESSED",JUICE MARKED CIDER,,,96 oz (3/4 gallon),48,7.26
10/16/2020,NATIONAL,FRUITS,AVOCADOS,HASS,,,each,"10,051",1.06
10/16/2020,NATIONAL,FRUITS,AVOCADOS,VARIOUS GREENSKIN VARIETIES,,,per pound,34,0.5
10/16/2020,NATIONAL,FRUITS,BANANAS,,,,per pound,"1,807",0.5
10/16/2020,NATIONAL,FRUITS,BLACKBERRIES,,,,5.6 - 6 oz package,"5,251",2.61
10/16/2020,NATIONAL,FRUITS,BLUEBERRIES,,,,1 pint package,"2,276",3.02
10/16/2020,NATIONAL,FRUITS,BLUEBERRIES,,,,18 oz package,250,3.36
10/16/2020,NATIONAL,FRUITS,BLUEBERRIES,,,,6 oz package,"2,300",2.69
10/16/2020,NATIONAL,FRUITS,CACTUS PEARS,,,,each,98,0.26
10/16/2020,NATIONAL,FRUITS,CACTUS PEARS,,,,per pound,10,0.5
10/16/2020,NATIONAL,FRUITS,CANTALOUPS,,,,each,"2,216",2.93
10/16/2020,NATIONAL,FRUITS,CANTALOUPS,,,,per pound,71,0.8
10/16/2020,NATIONAL,FRUITS,CLEMENTINES,,,,2 lb bag,"1,419",3.71
10/16/2020,NATIONAL,FRUITS,CLEMENTINES,,,,3 lb bag,"1,567",3.87
10/16/2020,NATIONAL,FRUITS,CRANBERRIES,,,,12 oz bag,"1,496",2.36
10/16/2020,NATIONAL,FRUITS,GRAPEFRUIT,RED,,,each,350,0.95
10/16/2020,NATIONAL,FRUITS,GRAPEFRUIT,RED,,,per pound,15,1.02
10/16/2020,NATIONAL,FRUITS,GRAPES,BLACK SEEDLESS,,,per pound,"4,046",1.9
10/16/2020,NATIONAL,FRUITS,GRAPES,RED GLOBE,,,per pound,367,1.9
10/16/2020,NATIONAL,FRUITS,GRAPES,RED SEEDLESS,,,per pound,"12,091",1.9
10/16/2020,NATIONAL,FRUITS,GRAPES,WHITE SEEDLESS TYPE,,,per pound,"10,620",1.85
10/16/2020,NATIONAL,FRUITS,HONEYDEWS,,,,each,"1,483",3.14
10/16/2020,NATIONAL,FRUITS,HONEYDEWS,,,,per pound,4,0.79
10/16/2020,NATIONAL,FRUITS,KIWIFRUIT,HAYWARD,,,each,561,0.41
10/16/2020,NATIONAL,FRUITS,LEMONS,,,,2 lb bag,274,2.99
10/16/2020,NATIONAL,FRUITS,LEMONS,,,,each,"1,173",0.44
10/16/2020,NATIONAL,FRUITS,LEMONS,,,,per pound,84,0.5
10/16/2020,NATIONAL,FRUITS,LIMES,,,,each,"1,977",0.27
10/16/2020,NATIONAL,FRUITS,LIMES,,,,per pound,150,0.54
10/16/2020,NATIONAL,FRUITS,MANGOES,,,,each,"1,202",1.22
10/16/2020,NATIONAL,FRUITS,MANGOES,,,,per pound,43,0.99
10/16/2020,NATIONAL,FRUITS,ORANGES,NAVEL,,,3 lb bag,340,3.24
10/16/2020,NATIONAL,FRUITS,ORANGES,NAVEL,,,4 lb bag,68,2.99
10/16/2020,NATIONAL,FRUITS,ORANGES,NAVEL,,,each,293,0.87
10/16/2020,NATIONAL,FRUITS,ORANGES,NAVEL,,,per pound,204,1.33
10/16/2020,NATIONAL,FRUITS,ORANGES,VALENCIA,,,4 lb bag,15,3.99
10/16/2020,NATIONAL,FRUITS,ORANGES,VALENCIA,,,per pound,10,0.69
10/16/2020,NATIONAL,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,per pound,310,0.98
10/16/2020,NATIONAL,FRUITS,PAPAYA,SOLO TYPE,,,per pound,23,0.99
10/16/2020,NATIONAL,FRUITS,PEACHES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,"1,187",1.7
10/16/2020,NATIONAL,FRUITS,PEARS,BARTLETT,,,per pound,"3,976",1.45
10/16/2020,NATIONAL,FRUITS,PEARS,BOSC,,,per pound,"2,656",1.41
10/16/2020,NATIONAL,FRUITS,PEARS,D'ANJOU,,,per pound,"2,101",1.55
10/16/2020,NATIONAL,FRUITS,PERSIMMONS,,,,each,224,1.17
10/16/2020,NATIONAL,FRUITS,PERSIMMONS,,,,per pound,264,1.72
10/16/2020,NATIONAL,FRUITS,PINEAPPLES,,,,each,"3,235",2.43
10/16/2020,NATIONAL,FRUITS,PINEAPPLES,,,,per pound,265,0.64
10/16/2020,NATIONAL,FRUITS,PLUMS,,,,per pound,180,1.26
10/16/2020,NATIONAL,FRUITS,PLUMS,INTERSPECIFIC TYPE,,,per pound,"1,368",2.02
10/16/2020,NATIONAL,FRUITS,POMEGRANATES,,,,each,"2,592",2.49
10/16/2020,NATIONAL,FRUITS,RASPBERRIES,RED,,,6 oz package,"6,598",2.57
10/16/2020,NATIONAL,FRUITS,SATSUMA,,,,per pound,8,0.69
10/16/2020,NATIONAL,FRUITS,STRAWBERRIES,,,,1 lb package,881,3.21
10/16/2020,NATIONAL,FRUITS,STRAWBERRIES,,,,2 lb package,323,5.34
10/16/2020,NATIONAL,FRUITS,TANGERINES,,,,2 lb bag,"1,924",3.96
10/16/2020,NATIONAL,FRUITS,TANGERINES,,,,3 lb bag,"1,847",3.8
10/16/2020,NATIONAL,FRUITS,TANGERINES,,,,each,311,1.18
10/16/2020,NATIONAL,FRUITS,TANGERINES,,,,per pound,306,1.6
10/16/2020,NATIONAL,FRUITS,WATERMELONS,RED FLESH SEEDLESS MINIATURE,,,each,123,0.97
10/16/2020,NATIONAL,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,each,10,3.79
10/16/2020,NATIONAL,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,per pound,70,0.25
10/16/2020,NATIONAL,VEGETABLES,ARTICHOKES,,,,each,434,2.26
10/16/2020,NATIONAL,VEGETABLES,ASPARAGUS,GREEN,,,per pound,"7,502",2.42
10/16/2020,NATIONAL,VEGETABLES,BEANS,ROUND GREEN TYPE,,,per pound,744,1.27
10/16/2020,NATIONAL,VEGETABLES,BEETS,,,,per bunch,13,2.19
10/16/2020,NATIONAL,VEGETABLES,BEETS,,,,per pound,52,0.65
10/16/2020,NATIONAL,VEGETABLES,BOK CHOY,,,,per pound,14,1.08
10/16/2020,NATIONAL,VEGETABLES,BROCCOLI,,,,per bunch,363,2.12
10/16/2020,NATIONAL,VEGETABLES,BROCCOLI,,,,per pound,32,2.23
10/16/2020,NATIONAL,VEGETABLES,BROCCOLI,CROWN CUT,,,per pound,"1,815",1.84
10/16/2020,NATIONAL,VEGETABLES,BRUSSELS SPROUTS,,,,per pound,"1,573",1.89
10/16/2020,NATIONAL,VEGETABLES,CABBAGE,RED TYPE,,,per pound,146,0.79
10/16/2020,NATIONAL,VEGETABLES,CABBAGE,ROUND GREEN TYPE,,,per pound,"1,494",0.62
10/16/2020,NATIONAL,VEGETABLES,CACTUS LEAF (NOPALES),,,,per pound,26,0.52
10/16/2020,NATIONAL,VEGETABLES,CARROTS,,,,1 lb bag,318,0.72
10/16/2020,NATIONAL,VEGETABLES,CARROTS,,,,2 lb bag,769,1.15
10/16/2020,NATIONAL,VEGETABLES,CARROTS,,,,per bunch,8,1.99
10/16/2020,NATIONAL,VEGETABLES,CARROTS,,,,per pound,66,0.57
10/16/2020,NATIONAL,VEGETABLES,CARROTS,BABY PEELED,,,1 lb bag,"1,712",1.43
10/16/2020,NATIONAL,VEGETABLES,CARROTS,BABY PEELED,,,2 lb bag,"2,536",2.22
10/16/2020,NATIONAL,VEGETABLES,CAULIFLOWER,,,,each,"2,234",2.71
10/16/2020,NATIONAL,VEGETABLES,CAULIFLOWER,,,,per pound,470,1.45
10/16/2020,NATIONAL,VEGETABLES,CELERY,,,,each,"2,049",1.2
10/16/2020,NATIONAL,VEGETABLES,CELERY,,,,per pound,28,1.49
10/16/2020,NATIONAL,VEGETABLES,CELERY,HEARTS,,,each,607,2.63
10/16/2020,NATIONAL,VEGETABLES,CHAYOTE,,,,each,57,0.59
10/16/2020,NATIONAL,VEGETABLES,CHAYOTE,,,,per pound,184,0.9
10/16/2020,NATIONAL,VEGETABLES,CHINESE CABBAGE,,,,per pound,8,1.29
10/16/2020,NATIONAL,VEGETABLES,COLLARD GREENS,,,,1 lb bag,518,2.5
10/16/2020,NATIONAL,VEGETABLES,COLLARD GREENS,,,,per bunch,183,2.19
10/16/2020,NATIONAL,VEGETABLES,COLLARD GREENS,,,,per pound,168,1.2
10/16/2020,NATIONAL,VEGETABLES,CORN-SWEET,,,,each,80,0.37
10/16/2020,NATIONAL,VEGETABLES,CUCUMBERS,,,,each,"3,389",0.6
10/16/2020,NATIONAL,VEGETABLES,CUCUMBERS,,,,per pound,11,0.74
10/16/2020,NATIONAL,VEGETABLES,CUCUMBERS,LONG SEEDLESS,,Greenhouse,each,729,1.65
10/16/2020,NATIONAL,VEGETABLES,EGGPLANT,,,,each,5,0.99
10/16/2020,NATIONAL,VEGETABLES,EGGPLANT,,,,per pound,242,1.47
10/16/2020,NATIONAL,VEGETABLES,GARLIC,,,,per pound,38,3.81
10/16/2020,NATIONAL,VEGETABLES,GARLIC,,,,per sleeve,73,1.34
10/16/2020,NATIONAL,VEGETABLES,KALE GREENS,,,,1 lb bag,518,2.5
10/16/2020,NATIONAL,VEGETABLES,KALE GREENS,,,,per bunch,148,1.29
10/16/2020,NATIONAL,VEGETABLES,KALE GREENS,,,,per pound,142,1.2
10/16/2020,NATIONAL,VEGETABLES,"LETTUCE, BOSTON",,,Greenhouse,each,16,2
10/16/2020,NATIONAL,VEGETABLES,"LETTUCE, GREEN LEAF",,,,each,9,0.99
10/16/2020,NATIONAL,VEGETABLES,"LETTUCE, GREEN LEAF",,,,per pound,175,2.69
10/16/2020,NATIONAL,VEGETABLES,"LETTUCE, ICEBERG",,,,each,720,1.19
10/16/2020,NATIONAL,VEGETABLES,"LETTUCE, ICEBERG",,,,per pound,5,0.5
10/16/2020,NATIONAL,VEGETABLES,"LETTUCE, RED LEAF",,,,each,17,1.46
10/16/2020,NATIONAL,VEGETABLES,"LETTUCE, RED LEAF",,,,per pound,175,2.69
